path,relative_path,class_name,class_index,size_bytes,width,height,aspect_ratio,mode,sha256,phash,corrupt,error,duplicate_group,duplicate_class_conflict
/Users/blue/Desktop/EmergingAI/TBBA/code/garbage_classification/battery/battery128.jpg,battery/battery128.jpg,battery,0,6221,275,183,1.5027322404371584,RGB,f4616e3b09970fbbe36a801d73954c132eec520951f6cd1bfa1b50e93672521f,14458c2f331f1c63,False,,group-000031,False
/Users/blue/Desktop/EmergingAI/TBBA/code/garbage_classification/battery/battery129.jpg,battery/battery129.jpg,battery,0,7055,259,194,1.3350515463917525,RGB,458e9c9e075874bcaa90e457ed978255ca35509f26b3de8d39bd4882ea913d73,eccc8c9ccc8c9c9e,False,,group-000032,False
/Users/blue/Desktop/EmergingAI/TBBA/code/garbage_classification/battery/battery13.jpg,battery/battery13.jpg,battery,0,2984,268,188,1.425531914893617,RGB,efd58591219ddf91e9cb9bc17bdfcc08b8095f2b26f197181d6db4153d6b4d52,04381e273b1b0626,False,,group-000033,False
/Users/blue/Desktop/EmergingAI/TBBA/code/garbage_classification/battery/battery130.jpg,battery/battery130.jpg,battery,0,3730,225,225,1.0,RGB,d27bf234dc35feb3db51d87a717581eada4b04c143ff5f0ff3b3ccf793095f38,cc4c4ccc4d4d4c4d,False,,group-000034,False
/Users/blue/Desktop/EmergingAI/TBBA/code/garbage_classification/battery/battery131.jpg,battery/battery131.jpg,battery,0,10097,225,225,1.0,RGB,4692e73f7033f93bddcf4ceb4ae863162a010e9109faec82da124047777e8aad,37cc4d8f8b0f0733,False,,group-000035,False
/Users/blue/Desktop/EmergingAI/TBBA/code/garbage_classification/battery/battery132.jpg,battery/battery132.jpg,battery,0,3867,225,225,1.0,RGB,ed26f5ab6ba2df7abaa381e685f416fba8c5ee170e60f275497e2a917aa50fbb,0e8686969696968f,False,,group-000036,True
/Users/blue/Desktop/EmergingAI/TBBA/code/garbage_classification/battery/battery133.jpg,battery/battery133.jpg,battery,0,10724,275,183,1.5027322404371584,RGB,358a78350d1d453fa80eb4530608f1a2001821ba6ac8f0d2f09e54a4017876d3,074d715555560303,False,,group-000037,False
/Users/blue/Desktop/EmergingAI/TBBA/code/garbage_classification/battery/battery134.jpg,battery/battery134.jpg,battery,0,3464,225,225,1.0,RGB,6a6ae17deafa8110e6d77f2f4b6a6b5a9749d30b9585c988051f3e41247c85f1,03400f13138b4003,False,,group-000038,False
/Users/blue/Desktop/EmergingAI/TBBA/code/garbage_classification/battery/battery135.jpg,battery/battery135.jpg,battery,0,8059,225,225,1.0,RGB,107421013e630909077e3e97cdcc15e02b24671111c23daff0dcde5253ccfa60,01800181cfdc0094,False,,group-000039,False
/Users/blue/Desktop/EmergingAI/TBBA/code/garbage_classification/battery/battery136.jpg,battery/battery136.jpg,battery,0,8835,225,225,1.0,RGB,4311eb5f3cfa1125dcc9c6dcff3110e966036fb4a40d2828c209dcfa42b3edd0,003d594363730300,False,,group-000040,False
/Users/blue/Desktop/EmergingAI/TBBA/code/garbage_classification/battery/battery137.jpg,battery/battery137.jpg,battery,0,5821,168,301,0.5581395348837209,RGB,ff1f766e4ad9a6f603f2c3cd3d069f9897e4dfd4279b8f47c0e7cce1a5018b4b,000f3b0f2d2d0f02,False,,group-000041,False
/Users/blue/Desktop/EmergingAI/TBBA/code/garbage_classification/battery/battery138.jpg,battery/battery138.jpg,battery,0,2943,259,194,1.3350515463917525,RGB,a62499c62dc2ef0a7945c5f353cc92431d496785fec5c327a069f1fbb8d880bb,e89c9a96969494ea,False,,group-000042,False
/Users/blue/Desktop/EmergingAI/TBBA/code/garbage_classification/battery/battery139.jpg,battery/battery139.jpg,battery,0,7130,225,225,1.0,RGB,44b5a324cb13bebc1d174e5c9a00e1ec18a70c782cacb5b6bf3abdf8487b8b20,0c2b69796161631b,False,,group-000043,False
/Users/blue/Desktop/EmergingAI/TBBA/code/garbage_classification/battery/battery14.jpg,battery/battery14.jpg,battery,0,3147,225,225,1.0,RGB,a11852de6ac4469ee1ab5457d768ccec816da300db870f483f82fd9da598c46a,092203137e390218,False,,group-000044,False
/Users/blue/Desktop/EmergingAI/TBBA/code/garbage_classification/battery/battery140.jpg,battery/battery140.jpg,battery,0,4998,225,225,1.0,RGB,6898f82503ee989124834907e5821eeed8cc43ae9b2256bc819f8af84cf48379,34033f3f2f370b40,False,,group-000045,False
/Users/blue/Desktop/EmergingAI/TBBA/code/garbage_classification/battery/battery141.jpg,battery/battery141.jpg,battery,0,5516,225,225,1.0,RGB,c0a9c9db8d745fa5b079d379b71ac0cf7e7db8f559adfdc7b3f26de48b757655,00030135050f3ec1,False,,group-000046,False
/Users/blue/Desktop/EmergingAI/TBBA/code/garbage_classification/battery/battery142.jpg,battery/battery142.jpg,battery,0,4058,225,225,1.0,RGB,f315617445fa13b10c19b9782a698d8a7c88a2cc79465dc86e598b740b45b077,169e8e9e96969696,False,,group-000047,False
/Users/blue/Desktop/EmergingAI/TBBA/code/garbage_classification/battery/battery143.jpg,battery/battery143.jpg,battery,0,3329,225,225,1.0,RGB,6b17d3629a6bbb1b3e0584dea0219d3d7345401cdc280b615c4c3d92d61b3a28,204d4d4c4d4d0c00,False,,group-000024,True
/Users/blue/Desktop/EmergingAI/TBBA/code/garbage_classification/battery/battery144.jpg,battery/battery144.jpg,battery,0,6614,243,207,1.173913043478261,RGB,023db4def2d70040ba0a18c91d4d5db5946bfb5f63fcacdd149912dd6bb4c54c,0c6b3d4743730703,False,,group-000048,False
/Users/blue/Desktop/EmergingAI/TBBA/code/garbage_classification/battery/battery145.jpg,battery/battery145.jpg,battery,0,7675,231,218,1.0596330275229358,RGB,f315d177b4bd28d008a09160d8009edd8495d9045e9b43dc7cddc912ba3e9224,6d59436d67634b03,False,,group-000049,False
/Users/blue/Desktop/EmergingAI/TBBA/code/garbage_classification/battery/battery146.jpg,battery/battery146.jpg,battery,0,6544,224,224,1.0,RGB,8eef67836b0ab7950c7682c079ee8c2a662625029e13c8054fc1891f25a9703e,0003255c5c453f00,False,,group-000050,False
/Users/blue/Desktop/EmergingAI/TBBA/code/garbage_classification/battery/battery147.jpg,battery/battery147.jpg,battery,0,7985,225,224,1.0044642857142858,RGB,3839b41d206923af8d1ffb4c47c696e92baa2d119a1f94ebb1f115a4802cbd4f,2233272333371706,False,,group-000051,False
/Users/blue/Desktop/EmergingAI/TBBA/code/garbage_classification/battery/battery148.jpg,battery/battery148.jpg,battery,0,6616,255,198,1.2878787878787878,RGB,25c468b34fe8cc911fa4150530964d569a023c1ae4e9136cc3de6ccacd0be2d4,8c0f0707333b1b26,False,,group-000052,False
/Users/blue/Desktop/EmergingAI/TBBA/code/garbage_classification/battery/battery149.jpg,battery/battery149.jpg,battery,0,6105,184,274,0.6715328467153284,RGB,a9f1a4ac6b0a8fda77369631461928d79e38f12a9049b045b2a84aa1e95b44bb,070f353b1b0b0b9e,False,,group-000053,False
/Users/blue/Desktop/EmergingAI/TBBA/code/garbage_classification/battery/battery15.jpg,battery/battery15.jpg,battery,0,6701,225,225,1.0,RGB,55845d548658d04e9e78a663abccfee537d3e6e4c566ee5dc5d9ac610f12f4ed,004399159d939e48,False,,group-000054,False
/Users/blue/Desktop/EmergingAI/TBBA/code/garbage_classification/battery/battery150.jpg,battery/battery150.jpg,battery,0,4418,299,168,1.7797619047619047,RGB,c5e40d193d754dd9dcbb7118cbb7a7b2c6d0c6a747a875a4534ced0f7a23a7f2,201e0b1f1f1f2300,False,,group-000055,False
/Users/blue/Desktop/EmergingAI/TBBA/code/garbage_classification/battery/battery151.jpg,battery/battery151.jpg,battery,0,6008,235,214,1.0981308411214954,RGB,bdc6099f6fe1f16e940051a0706ec56bebc83338cecaa09ca9b2a04dac80ae86,32390e2717874513,False,,group-000056,False
/Users/blue/Desktop/EmergingAI/TBBA/code/garbage_classification/battery/battery152.jpg,battery/battery152.jpg,battery,0,10411,300,168,1.7857142857142858,RGB,0f3fe54471dab465e8bd9011005605055d59a6a9ce339ebf16e8f91a680e331b,4a9d1e1f5d2d1b97,False,,group-000057,False
/Users/blue/Desktop/EmergingAI/TBBA/code/garbage_classification/battery/battery153.jpg,battery/battery153.jpg,battery,0,10629,249,203,1.2266009852216748,RGB,f40475a129774780c91a5a87cbeee2ad9b038bee871f642502f874d64ddba5c2,2b339b1d1b1b1b3c,False,,group-000058,False
/Users/blue/Desktop/EmergingAI/TBBA/code/garbage_classification/battery/battery154.jpg,battery/battery154.jpg,battery,0,8546,225,225,1.0,RGB,9cb5b113258c7bee7c61d93aa903ac89ba30ef330e90361abe37316bb0240a99,478e0f51e1731e0d,False,,group-000059,False
/Users/blue/Desktop/EmergingAI/TBBA/code/garbage_classification/battery/battery155.jpg,battery/battery155.jpg,battery,0,5515,310,163,1.901840490797546,RGB,c873e0a2eb057884d2828401901ed1384bd261365eaa0f491159206b6b5eba6e,60501c1b19191bc4,False,,group-000060,False
/Users/blue/Desktop/EmergingAI/TBBA/code/garbage_classification/battery/battery156.jpg,battery/battery156.jpg,battery,0,5811,300,168,1.7857142857142858,RGB,2dc0bee43d935f6ac897049b8073de73b1c00066b624be3eb95af0b1e22296bb,0103132333270f1f,False,,group-000061,False
/Users/blue/Desktop/EmergingAI/TBBA/code/garbage_classification/battery/battery157.jpg,battery/battery157.jpg,battery,0,11223,264,191,1.382198952879581,RGB,c2202c0322702432db8f66dafaba83bf8065c3505a387de65335fd55cd09d182,01076b6b6f4c4d2f,False,,group-000062,False
/Users/blue/Desktop/EmergingAI/TBBA/code/garbage_classification/battery/battery158.jpg,battery/battery158.jpg,battery,0,8771,225,225,1.0,RGB,63c7e78d01f30a79a8c13da892f67d6bb1b89592a60e514d28266c28b8edcf43,979f9b9b9b9b9b9f,False,,group-000063,True
/Users/blue/Desktop/EmergingAI/TBBA/code/garbage_classification/battery/battery159.jpg,battery/battery159.jpg,battery,0,13398,233,216,1.0787037037037037,RGB,44a113788e32d6bf90764a7fead4b169332d9c351313a2c0772780990e4229cd,270941353759531f,False,,group-000064,False
/Users/blue/Desktop/EmergingAI/TBBA/code/garbage_classification/battery/battery16.jpg,battery/battery16.jpg,battery,0,5619,260,194,1.3402061855670102,RGB,34a248f7b01d51967dbf288e8ff58dbc843e6ba3c150d3b19789336da38136c6,8e3f0b0727130307,False,,group-000065,False
/Users/blue/Desktop/EmergingAI/TBBA/code/garbage_classification/battery/battery160.jpg,battery/battery160.jpg,battery,0,7363,251,201,1.2487562189054726,RGB,3f81ed73c68ae65bfb1247e44f44790b4e328b5fd0384f45578be0a6f4d80b6c,0049433c7c757f7c,False,,group-000066,False
/Users/blue/Desktop/EmergingAI/TBBA/code/garbage_classification/battery/battery161.jpg,battery/battery161.jpg,battery,0,3030,275,183,1.5027322404371584,RGB,f256717e6476ff576ae22b0660e9298240a9a0c56fb75ccd309e270390ef0aba,000d4d4d4d4d4c00,False,,group-000024,True
/Users/blue/Desktop/EmergingAI/TBBA/code/garbage_classification/battery/battery162.jpg,battery/battery162.jpg,battery,0,5412,194,259,0.749034749034749,RGB,3150bfe9f06a0970cc7c98969c663ed7d37ccf2c78cb08be23ccbee20928f9b8,04000f1d8c655300,False,,group-000067,False
/Users/blue/Desktop/EmergingAI/TBBA/code/garbage_classification/battery/battery163.jpg,battery/battery163.jpg,battery,0,19495,248,203,1.2216748768472907,RGB,c98a7812f2a50c0b2f0cc21d26d4b5fabd4754a1890e3364067597fc9bc24444,b5a94a6a2a6ad4d4,False,,group-000068,False
/Users/blue/Desktop/EmergingAI/TBBA/code/garbage_classification/battery/battery164.jpg,battery/battery164.jpg,battery,0,7889,318,158,2.0126582278481013,RGB,3902e7268e67d798447020298441255f7a2dae0b0a9c2bef0137852369842ad9,4105555555555555,False,,group-000069,True
/Users/blue/Desktop/EmergingAI/TBBA/code/garbage_classification/battery/battery165.jpg,battery/battery165.jpg,battery,0,6434,225,225,1.0,RGB,4b620365a35d63729af6205db00b6bb8f9c9f65eed97be7d8311b6af5f9e659e,00031d74757d7f00,False,,group-000070,False
/Users/blue/Desktop/EmergingAI/TBBA/code/garbage_classification/battery/battery166.jpg,battery/battery166.jpg,battery,0,11564,225,225,1.0,RGB,be78c01ad39592a851444ccbc9ebb77f66e8f2e98640a9a9cc24eacd1eaf39d6,29251316bcc06142,False,,group-000071,False
/Users/blue/Desktop/EmergingAI/TBBA/code/garbage_classification/battery/battery167.jpg,battery/battery167.jpg,battery,0,5568,224,224,1.0,RGB,26d7807eba7c951968902ff1dadf85a5b31e4d7f44146d40647c6bbdcd09d236,200e8e9792969600,False,,group-000072,False
/Users/blue/Desktop/EmergingAI/TBBA/code/garbage_classification/battery/battery168.jpg,battery/battery168.jpg,battery,0,11930,257,196,1.3112244897959184,RGB,ce4cc6ee219eaaf6b72f65369eff3ee42c4610778d6e2bd390354064f103550a,03dd610565270787,False,,group-000006,False
/Users/blue/Desktop/EmergingAI/TBBA/code/garbage_classification/battery/battery169.jpg,battery/battery169.jpg,battery,0,5602,225,225,1.0,RGB,91e093ee603f4e3d3bc2d76c417eec6170d39d29726ddebf19627372934063fd,00054f7d45557f00,False,,group-000073,False
/Users/blue/Desktop/EmergingAI/TBBA/code/garbage_classification/battery/battery17.jpg,battery/battery17.jpg,battery,0,5769,225,225,1.0,RGB,6a91f784efd6cfe3da997f508ea44ce279394449035b3bb8743d9a47e409f988,003f07210d010330,False,,group-000074,False
/Users/blue/Desktop/EmergingAI/TBBA/code/garbage_classification/battery/battery170.jpg,battery/battery170.jpg,battery,0,5730,225,225,1.0,RGB,be14edad37e0f439162a0a581114f5e629bc29cf3f7cdde5ca8dc5755d67efa5,c0031978656f7881,False,,group-000075,False
/Users/blue/Desktop/EmergingAI/TBBA/code/garbage_classification/battery/battery171.jpg,battery/battery171.jpg,battery,0,5786,200,200,1.0,RGB,502301f5425fd2547aaac7bc0ea5bd65c88f21149e229cb8312a8bf066219fd5,061b4f6f3d331e98,False,,group-000076,False
/Users/blue/Desktop/EmergingAI/TBBA/code/garbage_classification/battery/battery172.jpg,battery/battery172.jpg,battery,0,5206,225,225,1.0,RGB,d8765d72e3b72fe48a7d8e57abc5e6c2721df6831a8ffd932294e604958a1017,11264383261d9a44,False,,group-000077,False
/Users/blue/Desktop/EmergingAI/TBBA/code/garbage_classification/battery/battery173.jpg,battery/battery173.jpg,battery,0,4560,225,225,1.0,RGB,64555a1bc2c000155d93a77639431981cea40f30d94a9dd85c32dcedc6a145da,96b6b69696969696,False,,group-000036,True
/Users/blue/Desktop/EmergingAI/TBBA/code/garbage_classification/battery/battery174.jpg,battery/battery174.jpg,battery,0,7570,225,225,1.0,RGB,005452d76f1eb51fd3e0a02b10e32d29a7f605c6ecc0344849113644550344cb,01300101979e401e,False,,group-000078,False
/Users/blue/Desktop/EmergingAI/TBBA/code/garbage_classification/battery/battery175.jpg,battery/battery175.jpg,battery,0,8847,225,225,1.0,RGB,7fc989d1ed020a59b93575332decdbb5508c715984444f1ad9a5d1940ecbdedf,0003617753773c01,False,,group-000079,False
/Users/blue/Desktop/EmergingAI/TBBA/code/garbage_classification/battery/battery176.jpg,battery/battery176.jpg,battery,0,6626,275,183,1.5027322404371584,RGB,5fdbe730944f7186d1ab10c00e9dc330dfd4b28460b2ffb4f6d3df9b9b3bbfae,b83f2b3f3b070626,False,,group-000080,False
/Users/blue/Desktop/EmergingAI/TBBA/code/garbage_classification/battery/battery177.jpg,battery/battery177.jpg,battery,0,4577,343,147,2.3333333333333335,RGB,3ba7799844cfa9bed4dac3334ebfdd5bff316371f2fe56848e9a34df2c8b9237,11234783272f1f1e,False,,group-000081,False
/Users/blue/Desktop/EmergingAI/TBBA/code/garbage_classification/battery/battery178.jpg,battery/battery178.jpg,battery,0,4636,225,225,1.0,RGB,1dd654ce28c036975719a3d2f2756debf9f74023afebc78731164be5133a4c03,4d4c4c4d4d4d4d4d,False,,group-000024,True
/Users/blue/Desktop/EmergingAI/TBBA/code/garbage_classification/battery/battery179.jpg,battery/battery179.jpg,battery,0,6413,225,225,1.0,RGB,a369b6a1648b659b117f09002f43d9b8b10eae847d54660452f769d49040a294,9696969696969696,False,,group-000036,True
/Users/blue/Desktop/EmergingAI/TBBA/code/garbage_classification/battery/battery18.jpg,battery/battery18.jpg,battery,0,5142,293,172,1.7034883720930232,RGB,4f8b6cb1c1408c74a8c56419ae72b04cc4ad1aa2527cb56a7e7a2d2f3456c2a0,860e2c0c0e1f9183,False,,group-000082,False
/Users/blue/Desktop/EmergingAI/TBBA/code/garbage_classification/battery/battery180.jpg,battery/battery180.jpg,battery,0,6888,219,230,0.9521739130434783,P,bd9ad5732f678e0a1f9ea415ffa0591b51436e259bbfe95c2857d1b0ca743ebe,004d4d4d4d4d4d0c,False,,group-000024,True
/Users/blue/Desktop/EmergingAI/TBBA/code/garbage_classification/battery/battery181.jpg,battery/battery181.jpg,battery,0,5092,225,225,1.0,RGB,1c6df4b3b7eba7a03cf684087265704d7f4f4d9b41f040a2e7393bbeae9f96bb,00272b1b1b1b1f2b,False,,group-000083,False
/Users/blue/Desktop/EmergingAI/TBBA/code/garbage_classification/battery/battery182.jpg,battery/battery182.jpg,battery,0,5719,259,194,1.3350515463917525,RGB,44a18f7393373c9e4d26689d49256cce7f0c04f9f9fa3ddb0bd1764e1af09f42,f0c0e0781cc6f0f0,False,,group-000084,False
/Users/blue/Desktop/EmergingAI/TBBA/code/garbage_classification/battery/battery183.jpg,battery/battery183.jpg,battery,0,3811,168,299,0.5618729096989966,RGB,36827a599cd4cce9f6f2a520c1ecbf461739392da46c59a658e8d5c810f5d4d3,010003695b7f0048,False,,group-000085,False
/Users/blue/Desktop/EmergingAI/TBBA/code/garbage_classification/battery/battery184.jpg,battery/battery184.jpg,battery,0,8154,225,225,1.0,RGB,9d3a26900e11aaa8fa857b675ad192e65006755df49893b83d347ceb5ac7f460,793f074341595d01,False,,group-000086,False
/Users/blue/Desktop/EmergingAI/TBBA/code/garbage_classification/battery/battery185.jpg,battery/battery185.jpg,battery,0,6132,225,225,1.0,RGB,b15c1c5842a0d39e77b90b7704999ed8980f01fc32da048d181e391db9b8b76e,962626262626262e,False,,group-000087,False
/Users/blue/Desktop/EmergingAI/TBBA/code/garbage_classification/battery/battery186.jpg,battery/battery186.jpg,battery,0,10320,259,194,1.3350515463917525,RGB,1769b1d8ed603c9219664defae1d0b17148b07964c86af7b1589939494b21a87,01016141477f7037,False,,group-000088,False
/Users/blue/Desktop/EmergingAI/TBBA/code/garbage_classification/battery/battery187.jpg,battery/battery187.jpg,battery,0,14401,228,221,1.0316742081447965,RGB,91d5e3ad099bc7948d2df5141422104aba929164dc5daeced6b05c7adbbc6aab,83e169154d29199f,False,,group-000089,False
